dataset,version,variable,units,scene,bbox,resolution_deg,first_date,last_date,n_days,gaps,status,s3_zarr
cpc,v1.0,tmin,degC,paraguay,"-64.0,-28.0,-53.0,-18.0",0.5,1979-01-01,2026-08-30,17409,0,completo,s3://suyana-tiles/cpc/v1.0/paraguay.zarr
cpc,v1.0,tmax,degC,uruguay,"-60.0,-38.0,-50.0,-29.0",0.5,1979-01-01,2026-08-30,17409,0,completo,s3://suyana-tiles/cpc/v1.0/uruguay.zarr
cpc,v1.0,tmin,degC,uruguay,"-60.0,-38.0,-50.0,-29.0",0.5,1979-01-01,2026-08-30,17409,0,completo,s3://suyana-tiles/cpc/v1.0/uruguay.zarr
cpc,v1.0,tmax,degC,chile_norte_centro,"-77.0,-40.0,-66.0,-17.0",0.5,1979-01-01,2026-08-30,17409,0,completo,s3://suyana-tiles/cpc/v1.0/chile_norte_centro.zarr
cpc,v1.0,tmin,degC,chile_norte_centro,"-77.0,-40.0,-66.0,-17.0",0.5,1979-01-01,2026-08-30,17409,0,completo,s3://suyana-tiles/cpc/v1.0/chile_norte_centro.zarr
cpc,v1.0,tmax,degC,argentina_norte,"-70.0,-43.0,-52.0,-21.0",0.5,1979-01-01,2026-08-30,17409,0,completo,s3://suyana-tiles/cpc/v1.0/argentina_norte.zarr
cpc,v1.0,tmin,degC,argentina_norte,"-70.0,-43.0,-52.0,-21.0",0.5,1979-01-01,2026-08-30,17409,0,completo,s3://suyana-tiles/cpc/v1.0/argentina_norte.zarr
cpc,v1.0,tmax,degC,patagonia,"-77.0,-57.0,-56.0,-40.0",0.5,1979-01-01,2026-08-30,17409,0,completo,s3://suyana-tiles/cpc/v1.0/patagonia.zarr
cpc,v1.0,tmin,degC,patagonia,"-77.0,-57.0,-56.0,-40.0",0.5,1979-01-01,2026-08-30,17409,0,completo,s3://suyana-tiles/cpc/v1.0/patagonia.zarr
era5,daily-stats,t2m_mean,K,mexico_norte,"-122.0,20.0,-96.0,35.0",0.25,1981-01-01,2026-08-29,16677,0,completo,s3://suyana-tiles/era5/daily-stats/mexico_norte.zarr
era5,daily-stats,t2m_max,K,mexico_norte,"-122.0,20.0,-96.0,35.0",0.25,1981-01-01,2026-08-29,16677,0,completo,s3://suyana-tiles/era5/daily-stats/mexico_norte.zarr
era5,daily-stats,t2m_min,K,mexico_norte,"-122.0,20.0,-96.0,35.0",0.25,1981-01-01,2026-08-29,16677,0,completo,s3://suyana-tiles/era5/daily-stats/mexico_norte.zarr
era5,daily-stats,precip_sum,m,mexico_norte,"-122.0,20.0,-96.0,35.0",0.25,1981-01-01,2026-08-29,16677,0,completo,s3://suyana-tiles/era5/daily-stats/mexico_norte.zarr
era5,daily-stats,ssrd_sum,J m-2,mexico_norte,"-122.0,20.0,-96.0,35.0",0.25,1981-01-01,2026-08-29,16677,0,completo,s3://suyana-tiles/era5/daily-stats/mexico_norte.zarr
era5,daily-stats,fg10_max,m s-1,mexico_norte,"-122.0,20.0,-96.0,35.0",0.25,1981-01-01,2026-08-26,11377,5297,parcial,s3://suyana-tiles/era5/daily-stats/mexico_norte.zarr
era5,daily-stats,swvl1,m3 m-3,mexico_norte,"-122.0,20.0,-96.0,35.0",0.25,1981-01-01,2026-07-31,16648,0,completo,s3://suyana-tiles/era5/daily-stats/mexico_norte.zarr
era5,daily-stats,sd_mean,m of water equivalent,mexico_norte,"-122.0,20.0,-96.0,35.0",0.25,1981-01-01,2026-07-31,16648,0,completo,s3://suyana-tiles/era5/daily-stats/mexico_norte.zarr
era5,daily-stats,rsn_mean,kg m-3,mexico_norte,"-122.0,20.0,-96.0,35.0",0.25,1981-01-01,2026-07-31,16648,0,completo,s3://suyana-tiles/era5/daily-stats/mexico_norte.zarr
era5,daily-stats,t2m_mean,K,mexico_sur,"-107.0,13.0,-84.0,23.0",0.25,1981-01-01,2026-08-29,16677,0,completo,s3://suyana-tiles/era5/daily-stats/mexico_sur.zarr
era5,daily-stats,t2m_max,K,mexico_sur,"-107.0,13.0,-84.0,23.0",0.25,1981-01-01,2026-08-29,16677,0,completo,s3://suyana-tiles/era5/daily-stats/mexico_sur.zarr
era5,daily-stats,t2m_min,K,mexico_sur,"-107.0,13.0,-84.0,23.0",0.25,1981-01-01,2026-08-29,16677,0,completo,s3://suyana-tiles/era5/daily-stats/mexico_sur.zarr
era5,daily-stats,precip_sum,m,mexico_sur,"-107.0,13.0,-84.0,23.0",0.25,1981-01-01,2026-08-29,16677,0,completo,s3://suyana-tiles/era5/daily-stats/mexico_sur.zarr
era5,daily-stats,ssrd_sum,J m-2,mexico_sur,"-107.0,13.0,-84.0,23.0",0.25,1981-01-01,2026-08-29,16677,0,completo,s3://suyana-tiles/era5/daily-stats/mexico_sur.zarr
era5,daily-stats,fg10_max,m s-1,mexico_sur,"-107.0,13.0,-84.0,23.0",0.25,1995-01-01,2026-08-26,11561,0,completo,s3://suyana-tiles/era5/daily-stats/mexico_sur.zarr
era5,daily-stats,swvl1,m3 m-3,mexico_sur,"-107.0,13.0,-84.0,23.0",0.25,1981-01-01,2026-07-31,16648,0,completo,s3://suyana-tiles/era5/daily-stats/mexico_sur.zarr
era5,daily-stats,sd_mean,m of water equivalent,mexico_sur,"-107.0,13.0,-84.0,23.0",0.25,1981-01-01,2026-07-31,16648,0,completo,s3://suyana-tiles/era5/daily-stats/mexico_sur.zarr
era5,daily-stats,rsn_mean,kg m-3,mexico_sur,"-107.0,13.0,-84.0,23.0",0.25,1981-01-01,2026-07-31,16648,0,completo,s3://suyana-tiles/era5/daily-stats/mexico_sur.zarr
era5,daily-stats,t2m_mean,K,centroamerica,"-95.0,4.0,-76.0,19.0",0.25,1981-01-01,2026-08-29,16677,0,completo,s3://suyana-tiles/era5/daily-stats/centroamerica.zarr
era5,daily-stats,t2m_max,K,centroamerica,"-95.0,4.0,-76.0,19.0",0.25,1981-01-01,2026-08-29,16677,0,completo,s3://suyana-tiles/era5/daily-stats/centroamerica.zarr
era5,daily-stats,t2m_min,K,centroamerica,"-95.0,4.0,-76.0,19.0",0.25,1981-01-01,2026-08-29,16677,0,completo,s3://suyana-tiles/era5/daily-stats/centroamerica.zarr
era5,daily-stats,precip_sum,m,centroamerica,"-95.0,4.0,-76.0,19.0",0.25,1981-01-01,2026-08-29,16677,0,completo,s3://suyana-tiles/era5/daily-stats/centroamerica.zarr
era5,daily-stats,ssrd_sum,J m-2,centroamerica,"-95.0,4.0,-76.0,19.0",0.25,1981-01-01,2026-08-29,16677,0,completo,s3://suyana-tiles/era5/daily-stats/centroamerica.zarr
era5,daily-stats,fg10_max,m s-1,centroamerica,"-95.0,4.0,-76.0,19.0",0.25,1995-01-01,2026-08-26,11561,0,completo,s3://suyana-tiles/era5/daily-stats/centroamerica.zarr
era5,daily-stats,swvl1,m3 m-3,centroamerica,"-95.0,4.0,-76.0,19.0",0.25,1981-01-01,2026-07-31,16648,0,completo,s3://suyana-tiles/era5/daily-stats/centroamerica.zarr
era5,daily-stats,sd_mean,m of water equivalent,centroamerica,"-95.0,4.0,-76.0,19.0",0.25,1981-01-01,2026-07-31,16648,0,completo,s3://suyana-tiles/era5/daily-stats/centroamerica.zarr
era5,daily-stats,rsn_mean,kg m-3,centroamerica,"-95.0,4.0,-76.0,19.0",0.25,1981-01-01,2026-07-31,16648,0,completo,s3://suyana-tiles/era5/daily-stats/centroamerica.zarr
era5,daily-stats,t2m_mean,K,antillas_mayores,"-86.0,15.0,-63.0,28.0",0.25,1981-01-01,2026-08-29,16677,0,completo,s3://suyana-tiles/era5/daily-stats/antillas_mayores.zarr
era5,daily-stats,t2m_max,K,antillas_mayores,"-86.0,15.0,-63.0,28.0",0.25,1981-01-01,2026-08-29,16677,0,completo,s3://suyana-tiles/era5/daily-stats/antillas_mayores.zarr
era5,daily-stats,t2m_min,K,antillas_mayores,"-86.0,15.0,-63.0,28.0",0.25,1981-01-01,2026-08-29,16677,0,completo,s3://suyana-tiles/era5/daily-stats/antillas_mayores.zarr
era5,daily-stats,precip_sum,m,antillas_mayores,"-86.0,15.0,-63.0,28.0",0.25,1981-01-01,2026-08-29,16677,0,completo,s3://suyana-tiles/era5/daily-stats/antillas_mayores.zarr
era5,daily-stats,ssrd_sum,J m-2,antillas_mayores,"-86.0,15.0,-63.0,28.0",0.25,1981-01-01,2026-08-29,16677,0,completo,s3://suyana-tiles/era5/daily-stats/antillas_mayores.zarr
era5,daily-stats,fg10_max,m s-1,antillas_mayores,"-86.0,15.0,-63.0,28.0",0.25,1995-01-01,2026-08-26,11561,0,completo,s3://suyana-tiles/era5/daily-stats/antillas_mayores.zarr
era5,daily-stats,swvl1,m3 m-3,antillas_mayores,"-86.0,15.0,-63.0,28.0",0.25,1981-01-01,2026-07-31,16648,0,completo,s3://suyana-tiles/era5/daily-stats/antillas_mayores.zarr
era5,daily-stats,sd_mean,m of water equivalent,antillas_mayores,"-86.0,15.0,-63.0,28.0",0.25,1981-01-01,2026-07-31,16648,0,completo,s3://suyana-tiles/era5/daily-stats/antillas_mayores.zarr
era5,daily-stats,rsn_mean,kg m-3,antillas_mayores,"-86.0,15.0,-63.0,28.0",0.25,1981-01-01,2026-07-31,16648,0,completo,s3://suyana-tiles/era5/daily-stats/antillas_mayores.zarr
era5,daily-stats,t2m_mean,K,antillas_menores,"-66.0,8.0,-56.0,20.0",0.25,1981-01-01,2026-08-29,16677,0,completo,s3://suyana-tiles/era5/daily-stats/antillas_menores.zarr
era5,daily-stats,t2m_max,K,antillas_menores,"-66.0,8.0,-56.0,20.0",0.25,1981-01-01,2026-08-29,16677,0,completo,s3://suyana-tiles/era5/daily-stats/antillas_menores.zarr
era5,daily-stats,t2m_min,K,antillas_menores,"-66.0,8.0,-56.0,20.0",0.25,1981-01-01,2026-08-29,16677,0,completo,s3://suyana-tiles/era5/daily-stats/antillas_menores.zarr
era5,daily-stats,precip_sum,m,antillas_menores,"-66.0,8.0,-56.0,20.0",0.25,1981-01-01,2026-08-29,16677,0,completo,s3://suyana-tiles/era5/daily-stats/antillas_menores.zarr
era5,daily-stats,ssrd_sum,J m-2,antillas_menores,"-66.0,8.0,-56.0,20.0",0.25,1981-01-01,2026-08-29,16677,0,completo,s3://suyana-tiles/era5/daily-stats/antillas_menores.zarr
era5,daily-stats,fg10_max,m s-1,antillas_menores,"-66.0,8.0,-56.0,20.0",0.25,1995-01-01,2026-08-26,11561,0,completo,s3://suyana-tiles/era5/daily-stats/antillas_menores.zarr
era5,daily-stats,swvl1,m3 m-3,antillas_menores,"-66.0,8.0,-56.0,20.0",0.25,1981-01-01,2026-07-31,16648,0,completo,s3://suyana-tiles/era5/daily-stats/antillas_menores.zarr
era5,daily-stats,sd_mean,m of water equivalent,antillas_menores,"-66.0,8.0,-56.0,20.0",0.25,1981-01-01,2026-07-31,16648,0,completo,s3://suyana-tiles/era5/daily-stats/antillas_menores.zarr
era5,daily-stats,rsn_mean,kg m-3,antillas_menores,"-66.0,8.0,-56.0,20.0",0.25,1981-01-01,2026-07-31,16648,0,completo,s3://suyana-tiles/era5/daily-stats/antillas_menores.zarr
era5,daily-stats,t2m_mean,K,colombia,"-84.0,-5.0,-66.0,15.0",0.25,1981-01-01,2026-08-29,16677,0,completo,s3://suyana-tiles/era5/daily-stats/colombia.zarr
era5,daily-stats,t2m_max,K,colombia,"-84.0,-5.0,-66.0,15.0",0.25,1981-01-01,2026-08-29,16677,0,completo,s3://suyana-tiles/era5/daily-stats/colombia.zarr
era5,daily-stats,t2m_min,K,colombia,"-84.0,-5.0,-66.0,15.0",0.25,1981-01-01,2026-08-29,16677,0,completo,s3://suyana-tiles/era5/daily-stats/colombia.zarr
era5,daily-stats,precip_sum,m,colombia,"-84.0,-5.0,-66.0,15.0",0.25,1981-01-01,2026-08-29,16677,0,completo,s3://suyana-tiles/era5/daily-stats/colombia.zarr
era5,daily-stats,ssrd_sum,J m-2,colombia,"-84.0,-5.0,-66.0,15.0",0.25,1981-01-01,2026-08-29,16677,0,completo,s3://suyana-tiles/era5/daily-stats/colombia.zarr
era5,daily-stats,fg10_max,m s-1,colombia,"-84.0,-5.0,-66.0,15.0",0.25,1995-01-01,2026-08-26,11561,0,completo,s3://suyana-tiles/era5/daily-stats/colombia.zarr
era5,daily-stats,swvl1,m3 m-3,colombia,"-84.0,-5.0,-66.0,15.0",0.25,1981-01-01,2026-07-31,16648,0,completo,s3://suyana-tiles/era5/daily-stats/colombia.zarr
era5,daily-stats,sd_mean,m of water equivalent,colombia,"-84.0,-5.0,-66.0,15.0",0.25,1981-01-01,2026-07-31,16648,0,completo,s3://suyana-tiles/era5/daily-stats/colombia.zarr
era5,daily-stats,rsn_mean,kg m-3,colombia,"-84.0,-5.0,-66.0,15.0",0.25,1981-01-01,2026-07-31,16648,0,completo,s3://suyana-tiles/era5/daily-stats/colombia.zarr
era5,daily-stats,t2m_mean,K,venezuela,"-74.0,0.0,-58.0,14.0",0.25,1981-01-01,2026-08-29,16677,0,completo,s3://suyana-tiles/era5/daily-stats/venezuela.zarr
era5,daily-stats,t2m_max,K,venezuela,"-74.0,0.0,-58.0,14.0",0.25,1981-01-01,2026-08-29,16677,0,completo,s3://suyana-tiles/era5/daily-stats/venezuela.zarr
era5,daily-stats,t2m_min,K,venezuela,"-74.0,0.0,-58.0,14.0",0.25,1981-01-01,2026-08-29,16677,0,completo,s3://suyana-tiles/era5/daily-stats/venezuela.zarr
era5,daily-stats,precip_sum,m,venezuela,"-74.0,0.0,-58.0,14.0",0.25,1981-01-01,2026-08-29,16677,0,completo,s3://suyana-tiles/era5/daily-stats/venezuela.zarr
era5,daily-stats,ssrd_sum,J m-2,venezuela,"-74.0,0.0,-58.0,14.0",0.25,1981-01-01,2026-08-29,16677,0,completo,s3://suyana-tiles/era5/daily-stats/venezuela.zarr
era5,daily-stats,fg10_max,m s-1,venezuela,"-74.0,0.0,-58.0,14.0",0.25,1995-01-01,2026-08-26,11561,0,completo,s3://suyana-tiles/era5/daily-stats/venezuela.zarr
era5,daily-stats,swvl1,m3 m-3,venezuela,"-74.0,0.0,-58.0,14.0",0.25,1981-01-01,2026-07-31,16648,0,completo,s3://suyana-tiles/era5/daily-stats/venezuela.zarr
era5,daily-stats,sd_mean,m of water equivalent,venezuela,"-74.0,0.0,-58.0,14.0",0.25,1981-01-01,1995-12-31,5113,365,parcial,s3://suyana-tiles/era5/daily-stats/venezuela.zarr
era5,daily-stats,t2m_mean,K,guayanas,"-62.0,1.0,-48.0,10.0",0.25,1981-01-01,2026-08-29,16677,0,completo,s3://suyana-tiles/era5/daily-stats/guayanas.zarr
era5,daily-stats,t2m_max,K,guayanas,"-62.0,1.0,-48.0,10.0",0.25,1981-01-01,2026-08-29,16677,0,completo,s3://suyana-tiles/era5/daily-stats/guayanas.zarr
era5,daily-stats,t2m_min,K,guayanas,"-62.0,1.0,-48.0,10.0",0.25,1981-01-01,2026-08-29,16677,0,completo,s3://suyana-tiles/era5/daily-stats/guayanas.zarr
era5,daily-stats,precip_sum,m,guayanas,"-62.0,1.0,-48.0,10.0",0.25,1981-01-01,2026-08-29,16677,0,completo,s3://suyana-tiles/era5/daily-stats/guayanas.zarr
era5,daily-stats,ssrd_sum,J m-2,guayanas,"-62.0,1.0,-48.0,10.0",0.25,1981-01-01,2026-08-29,16677,0,completo,s3://suyana-tiles/era5/daily-stats/guayanas.zarr
era5,daily-stats,fg10_max,m s-1,guayanas,"-62.0,1.0,-48.0,10.0",0.25,1981-01-01,2026-08-26,11681,4993,parcial,s3://suyana-tiles/era5/daily-stats/guayanas.zarr
era5,daily-stats,swvl1,m3 m-3,guayanas,"-62.0,1.0,-48.0,10.0",0.25,1981-01-01,2026-07-31,16648,0,completo,s3://suyana-tiles/era5/daily-stats/guayanas.zarr
era5,daily-stats,t2m_mean,K,ecuador_galapagos,"-95.0,-6.0,-74.0,3.0",0.25,1981-01-01,2026-08-29,16677,0,completo,s3://suyana-tiles/era5/daily-stats/ecuador_galapagos.zarr
era5,daily-stats,t2m_max,K,ecuador_galapagos,"-95.0,-6.0,-74.0,3.0",0.25,1981-01-01,2026-08-29,16677,0,completo,s3://suyana-tiles/era5/daily-stats/ecuador_galapagos.zarr
era5,daily-stats,t2m_min,K,ecuador_galapagos,"-95.0,-6.0,-74.0,3.0",0.25,1981-01-01,2026-08-29,16677,0,completo,s3://suyana-tiles/era5/daily-stats/ecuador_galapagos.zarr
era5,daily-stats,precip_sum,m,ecuador_galapagos,"-95.0,-6.0,-74.0,3.0",0.25,1981-01-01,2026-08-29,16677,0,completo,s3://suyana-tiles/era5/daily-stats/ecuador_galapagos.zarr
era5,daily-stats,ssrd_sum,J m-2,ecuador_galapagos,"-95.0,-6.0,-74.0,3.0",0.25,1981-01-01,2026-08-29,16677,0,completo,s3://suyana-tiles/era5/daily-stats/ecuador_galapagos.zarr
era5,daily-stats,fg10_max,m s-1,ecuador_galapagos,"-95.0,-6.0,-74.0,3.0",0.25,1995-01-01,2026-08-26,11561,0,completo,s3://suyana-tiles/era5/daily-stats/ecuador_galapagos.zarr
era5,daily-stats,swvl1,m3 m-3,ecuador_galapagos,"-95.0,-6.0,-74.0,3.0",0.25,1981-01-01,2026-07-31,16648,0,completo,s3://suyana-tiles/era5/daily-stats/ecuador_galapagos.zarr
era5,daily-stats,t2m_mean,K,peru,"-90.0,-20.0,-68.0,1.0",0.25,1981-01-01,2026-08-29,16677,0,completo,s3://suyana-tiles/era5/daily-stats/peru.zarr
era5,daily-stats,t2m_max,K,peru,"-90.0,-20.0,-68.0,1.0",0.25,1981-01-01,2026-08-29,16677,0,completo,s3://suyana-tiles/era5/daily-stats/peru.zarr
era5,daily-stats,t2m_min,K,peru,"-90.0,-20.0,-68.0,1.0",0.25,1981-01-01,2026-08-29,16677,0,completo,s3://suyana-tiles/era5/daily-stats/peru.zarr
era5,daily-stats,precip_sum,m,peru,"-90.0,-20.0,-68.0,1.0",0.25,1981-01-01,2026-08-29,16677,0,completo,s3://suyana-tiles/era5/daily-stats/peru.zarr
era5,daily-stats,ssrd_sum,J m-2,peru,"-90.0,-20.0,-68.0,1.0",0.25,1981-01-01,2026-08-29,16677,0,completo,s3://suyana-tiles/era5/daily-stats/peru.zarr
era5,daily-stats,fg10_max,m s-1,peru,"-90.0,-20.0,-68.0,1.0",0.25,1995-01-01,2026-08-26,11561,0,completo,s3://suyana-tiles/era5/daily-stats/peru.zarr
era5,daily-stats,swvl1,m3 m-3,peru,"-90.0,-20.0,-68.0,1.0",0.25,1981-01-01,2026-07-31,16648,0,completo,s3://suyana-tiles/era5/daily-stats/peru.zarr
era5,daily-stats,t2m_mean,K,bolivia,"-71.0,-24.0,-56.0,-9.0",0.25,1981-01-01,2026-08-29,16677,0,completo,s3://suyana-tiles/era5/daily-stats/bolivia.zarr
era5,daily-stats,t2m_max,K,bolivia,"-71.0,-24.0,-56.0,-9.0",0.25,1981-01-01,2026-08-29,16677,0,completo,s3://suyana-tiles/era5/daily-stats/bolivia.zarr
era5,daily-stats,t2m_min,K,bolivia,"-71.0,-24.0,-56.0,-9.0",0.25,1981-01-01,2026-08-29,16677,0,completo,s3://suyana-tiles/era5/daily-stats/bolivia.zarr
era5,daily-stats,precip_sum,m,bolivia,"-71.0,-24.0,-56.0,-9.0",0.25,1981-01-01,2026-08-29,16677,0,completo,s3://suyana-tiles/era5/daily-stats/bolivia.zarr
era5,daily-stats,ssrd_sum,J m-2,bolivia,"-71.0,-24.0,-56.0,-9.0",0.25,1981-01-01,2026-08-29,16677,0,completo,s3://suyana-tiles/era5/daily-stats/bolivia.zarr
era5,daily-stats,fg10_max,m s-1,bolivia,"-71.0,-24.0,-56.0,-9.0",0.25,1995-01-01,2026-08-26,11561,0,completo,s3://suyana-tiles/era5/daily-stats/bolivia.zarr
era5,daily-stats,swvl1,m3 m-3,bolivia,"-71.0,-24.0,-56.0,-9.0",0.25,1981-01-01,2026-07-31,16648,0,completo,s3://suyana-tiles/era5/daily-stats/bolivia.zarr
era5,daily-stats,t2m_mean,K,brasil_amazonia,"-74.0,-14.0,-49.0,6.0",0.25,1981-01-01,2026-08-29,16677,0,completo,s3://suyana-tiles/era5/daily-stats/brasil_amazonia.zarr
era5,daily-stats,t2m_max,K,brasil_amazonia,"-74.0,-14.0,-49.0,6.0",0.25,1981-01-01,2026-08-29,16677,0,completo,s3://suyana-tiles/era5/daily-stats/brasil_amazonia.zarr
era5,daily-stats,t2m_min,K,brasil_amazonia,"-74.0,-14.0,-49.0,6.0",0.25,1981-01-01,2026-08-29,16677,0,completo,s3://suyana-tiles/era5/daily-stats/brasil_amazonia.zarr
era5,daily-stats,precip_sum,m,brasil_amazonia,"-74.0,-14.0,-49.0,6.0",0.25,1981-01-01,2026-08-29,16677,0,completo,s3://suyana-tiles/era5/daily-stats/brasil_amazonia.zarr
era5,daily-stats,ssrd_sum,J m-2,brasil_amazonia,"-74.0,-14.0,-49.0,6.0",0.25,1981-01-01,2026-08-29,16677,0,completo,s3://suyana-tiles/era5/daily-stats/brasil_amazonia.zarr
era5,daily-stats,fg10_max,m s-1,brasil_amazonia,"-74.0,-14.0,-49.0,6.0",0.25,1995-01-01,2026-08-26,11561,0,completo,s3://suyana-tiles/era5/daily-stats/brasil_amazonia.zarr
era5,daily-stats,swvl1,m3 m-3,brasil_amazonia,"-74.0,-14.0,-49.0,6.0",0.25,1981-01-01,2026-07-31,16648,0,completo,s3://suyana-tiles/era5/daily-stats/brasil_amazonia.zarr
era5,daily-stats,t2m_mean,K,brasil_nordeste,"-49.0,-18.0,-32.0,0.0",0.25,1981-01-01,2026-08-29,16677,0,completo,s3://suyana-tiles/era5/daily-stats/brasil_nordeste.zarr
era5,daily-stats,t2m_max,K,brasil_nordeste,"-49.0,-18.0,-32.0,0.0",0.25,1981-01-01,2026-08-29,16677,0,completo,s3://suyana-tiles/era5/daily-stats/brasil_nordeste.zarr
era5,daily-stats,t2m_min,K,brasil_nordeste,"-49.0,-18.0,-32.0,0.0",0.25,1981-01-01,2026-08-29,16677,0,completo,s3://suyana-tiles/era5/daily-stats/brasil_nordeste.zarr
era5,daily-stats,precip_sum,m,brasil_nordeste,"-49.0,-18.0,-32.0,0.0",0.25,1981-01-01,2026-08-29,16677,0,completo,s3://suyana-tiles/era5/daily-stats/brasil_nordeste.zarr
era5,daily-stats,ssrd_sum,J m-2,brasil_nordeste,"-49.0,-18.0,-32.0,0.0",0.25,1981-01-01,2026-08-29,16677,0,completo,s3://suyana-tiles/era5/daily-stats/brasil_nordeste.zarr
era5,daily-stats,fg10_max,m s-1,brasil_nordeste,"-49.0,-18.0,-32.0,0.0",0.25,1995-01-01,2026-08-26,11561,0,completo,s3://suyana-tiles/era5/daily-stats/brasil_nordeste.zarr
era5,daily-stats,swvl1,m3 m-3,brasil_nordeste,"-49.0,-18.0,-32.0,0.0",0.25,1981-01-01,2026-07-31,16648,0,completo,s3://suyana-tiles/era5/daily-stats/brasil_nordeste.zarr
era5,daily-stats,t2m_mean,K,brasil_centro_sudeste,"-62.0,-26.0,-38.0,-14.0",0.25,1981-01-01,2026-08-29,16677,0,completo,s3://suyana-tiles/era5/daily-stats/brasil_centro_sudeste.zarr
era5,daily-stats,t2m_max,K,brasil_centro_sudeste,"-62.0,-26.0,-38.0,-14.0",0.25,1981-01-01,2026-08-29,16677,0,completo,s3://suyana-tiles/era5/daily-stats/brasil_centro_sudeste.zarr
era5,daily-stats,t2m_min,K,brasil_centro_sudeste,"-62.0,-26.0,-38.0,-14.0",0.25,1981-01-01,2026-08-29,16677,0,completo,s3://suyana-tiles/era5/daily-stats/brasil_centro_sudeste.zarr
era5,daily-stats,precip_sum,m,brasil_centro_sudeste,"-62.0,-26.0,-38.0,-14.0",0.25,1981-01-01,2026-08-29,16677,0,completo,s3://suyana-tiles/era5/daily-stats/brasil_centro_sudeste.zarr
era5,daily-stats,ssrd_sum,J m-2,brasil_centro_sudeste,"-62.0,-26.0,-38.0,-14.0",0.25,1981-01-01,2026-08-29,16677,0,completo,s3://suyana-tiles/era5/daily-stats/brasil_centro_sudeste.zarr
era5,daily-stats,fg10_max,m s-1,brasil_centro_sudeste,"-62.0,-26.0,-38.0,-14.0",0.25,1995-01-01,2026-08-26,11561,0,completo,s3://suyana-tiles/era5/daily-stats/brasil_centro_sudeste.zarr
era5,daily-stats,swvl1,m3 m-3,brasil_centro_sudeste,"-62.0,-26.0,-38.0,-14.0",0.25,1981-01-01,2026-07-31,16648,0,completo,s3://suyana-tiles/era5/daily-stats/brasil_centro_sudeste.zarr
era5,daily-stats,t2m_mean,K,brasil_sur,"-58.0,-34.0,-46.0,-22.0",0.25,1981-01-01,2026-08-28,16676,0,completo,s3://suyana-tiles/era5/daily-stats/brasil_sur.zarr
era5,daily-stats,t2m_max,K,brasil_sur,"-58.0,-34.0,-46.0,-22.0",0.25,1981-01-01,2026-08-28,16676,0,completo,s3://suyana-tiles/era5/daily-stats/brasil_sur.zarr
era5,daily-stats,t2m_min,K,brasil_sur,"-58.0,-34.0,-46.0,-22.0",0.25,1981-01-01,2026-08-28,16676,0,completo,s3://suyana-tiles/era5/daily-stats/brasil_sur.zarr
era5,daily-stats,precip_sum,m,brasil_sur,"-58.0,-34.0,-46.0,-22.0",0.25,1981-01-01,2026-08-28,16676,0,completo,s3://suyana-tiles/era5/daily-stats/brasil_sur.zarr
era5,daily-stats,ssrd_sum,J m-2,brasil_sur,"-58.0,-34.0,-46.0,-22.0",0.25,1981-01-01,2026-08-28,16676,0,completo,s3://suyana-tiles/era5/daily-stats/brasil_sur.zarr
era5,daily-stats,fg10_max,m s-1,brasil_sur,"-58.0,-34.0,-46.0,-22.0",0.25,1981-01-01,2026-08-26,11681,4993,parcial,s3://suyana-tiles/era5/daily-stats/brasil_sur.zarr
era5,daily-stats,swvl1,m3 m-3,brasil_sur,"-58.0,-34.0,-46.0,-22.0",0.25,1981-01-01,2026-07-31,16648,0,completo,s3://suyana-tiles/era5/daily-stats/brasil_sur.zarr
era5,daily-stats,t2m_mean,K,paraguay,"-64.0,-28.0,-53.0,-18.0",0.25,1981-01-01,2026-08-28,16676,0,completo,s3://suyana-tiles/era5/daily-stats/paraguay.zarr
era5,daily-stats,t2m_max,K,paraguay,"-64.0,-28.0,-53.0,-18.0",0.25,1981-01-01,2026-08-28,16676,0,completo,s3://suyana-tiles/era5/daily-stats/paraguay.zarr
era5,daily-stats,t2m_min,K,paraguay,"-64.0,-28.0,-53.0,-18.0",0.25,1981-01-01,2026-08-28,16676,0,completo,s3://suyana-tiles/era5/daily-stats/paraguay.zarr
era5,daily-stats,precip_sum,m,paraguay,"-64.0,-28.0,-53.0,-18.0",0.25,1981-01-01,2026-08-28,16676,0,completo,s3://suyana-tiles/era5/daily-stats/paraguay.zarr
era5,daily-stats,ssrd_sum,J m-2,paraguay,"-64.0,-28.0,-53.0,-18.0",0.25,1981-01-01,2026-08-28,16676,0,completo,s3://suyana-tiles/era5/daily-stats/paraguay.zarr
era5,daily-stats,fg10_max,m s-1,paraguay,"-64.0,-28.0,-53.0,-18.0",0.25,1995-01-01,2026-08-26,11561,0,completo,s3://suyana-tiles/era5/daily-stats/paraguay.zarr
era5,daily-stats,swvl1,m3 m-3,paraguay,"-64.0,-28.0,-53.0,-18.0",0.25,1981-01-01,2026-07-31,16648,0,completo,s3://suyana-tiles/era5/daily-stats/paraguay.zarr
era5,daily-stats,t2m_mean,K,uruguay,"-60.0,-38.0,-50.0,-29.0",0.25,1981-01-01,2026-08-28,16676,0,completo,s3://suyana-tiles/era5/daily-stats/uruguay.zarr
era5,daily-stats,t2m_max,K,uruguay,"-60.0,-38.0,-50.0,-29.0",0.25,1981-01-01,2026-08-28,16676,0,completo,s3://suyana-tiles/era5/daily-stats/uruguay.zarr
